F_R_NAME,          F_R_BREWER,          F_R_DATE,          F_Equipment_NOTES,          F_Style_name,          F_S_CATEGORY,          F_S_MIN_OG,          F_S_MAX_OG,          F_S_MIN_FG,          F_S_MAX_FG,          F_S_MIN_IBU,          F_S_MAX_IBU,          F_S_MIN_CARB,          F_S_MAX_CARB,          F_S_MIN_ABV,          F_S_MAX_ABV,          F_S_DESCRIPTION,          F_S_INGREDIENTS,          F_S_EXAMPLES,          F_MH_GRAIN_WEIGHT,          F_MH_GRAIN_TEMP,          F_MH_BOIL_TEMP,          F_MH_PH,          F_A_AGE,          F_R_OG_MEASURED,          F_R_FG_MEASURED,          F_R_DESCRIPTION
Pussy foot ale,          Raghu Janardhan,          12/6/11,          Simple Brew Pot with a 4 Gallon Capacity - leaving a workable boil volume of around 3.25 gal.  Used for extract or partial mash brewing.,          Standard/Ordinary Bitter,          English Pale Ale,          1.032,          1.04,          1.007,          1.011,          25,          35,          0.8,          2.2,          3.2,          3.8,          "Low gravity low alcohol levels and low carbonation make this an easy-drinking beer. Some examples can be more malt balanced but this should not override the overall bitter impression. Drinkability is a critical component of the style; emphasis is still on the bittering hop addition as opposed to the aggressive middle and late hopping seen in American ales. Originally a draught ale served very fresh under no pressure (gravity or hand pump only) at cellar temperatures (i.e. ""real ale""). Bitter was created as a draught alternative (i.e. running beer) to country-brewed pale ale around the start of the 20th century and became widespread once brewers understood how to ""Burtonize"" their water to successfully brew pale beers and to use crystal malts to add a fullness and roundness of palate. The lightest of the bitters. Also known as just ""bitter."" Some modern variants are brewed exclusively with pale malt and are known as golden or summer bitters. Most bottled or kegged versions of UK-produced bitters are higher-alcohol versions of their cask (draught) products produced specifically for export. The IBU levels are often not adjusted so the versions available in the US often do not directly correspond to their style subcategories in Britain. This style guideline reflects the ""real ale"" version of the style not the export formulations of commercial products.",          Pale ale amber and/or crystal malts may use a touch of black malt for color adjustment. May use sugar adjuncts corn or wheat. English hops most typical although American and European varieties are becoming more common (particularly in the paler examples). Characterful English yeast. Often medium sulfate water is used.,          Fuller's Chiswick Bitter Adnams Bitter Young's Bitter Greene King IPA Oakham Jeffrey Hudson Bitter (JHB) Brains Bitter Tetley's Original Bitter Brakspear Bitter Boddington's Pub Draught,          16.16,          72,          212,          5.4,          30,          1.01,          1.005,          "At bottling time - Looked a gorgeous mahogany with lovely malty taste - Definitely yeasty
Notting Hill Pub Bitter,          CCHBS,          12/6/11,          ,          Standard/Ordinary Bitter,          English Pale Ale,          1.032,          1.04,          1.007,          1.011,          25,          35,          0.8,          2.2,          3.2,          3.8,          "Low gravity low alcohol levels and low carbonation make this an easy-drinking beer. Some examples can be more malt balanced but this should not override the overall bitter impression. Drinkability is a critical component of the style; emphasis is still on the bittering hop addition as opposed to the aggressive middle and late hopping seen in American ales. Originally a draught ale served very fresh under no pressure (gravity or hand pump only) at cellar temperatures (i.e. ""real ale""). Bitter was created as a draught alternative (i.e. running beer) to country-brewed pale ale around the start of the 20th century and became widespread once brewers understood how to ""Burtonize"" their water to successfully brew pale beers and to use crystal malts to add a fullness and roundness of palate. The lightest of the bitters. Also known as just ""bitter."" Some modern variants are brewed exclusively with pale malt and are known as golden or summer bitters. Most bottled or kegged versions of UK-produced bitters are higher-alcohol versions of their cask (draught) products produced specifically for export. The IBU levels are often not adjusted so the versions available in the US often do not directly correspond to their style subcategories in Britain. This style guideline reflects the ""real ale"" version of the style not the export formulations of commercial products.",          Pale ale amber and/or crystal malts may use a touch of black malt for color adjustment. May use sugar adjuncts corn or wheat. English hops most typical although American and European varieties are becoming more common (particularly in the paler examples). Characterful English yeast. Often medium sulfate water is used.,          Fuller's Chiswick Bitter Adnams Bitter Young's Bitter Greene King IPA Oakham Jeffrey Hudson Bitter (JHB) Brains Bitter Tetley's Original Bitter Brakspear Bitter Boddington's Pub Draught,          160,          72,          212,          5.4,          30,          1.01,          1.005,          
Mariner's ale (#11),          Olivier,          12/6/11,          ,          Standard/Ordinary Bitter,          English Pale Ale,          1.032,          1.04,          1.007,          1.011,          25,          35,          0.8,          2.2,          3.2,          3.8,          "Low gravity low alcohol levels and low carbonation make this an easy-drinking beer. Some examples can be more malt balanced but this should not override the overall bitter impression. Drinkability is a critical component of the style; emphasis is still on the bittering hop addition as opposed to the aggressive middle and late hopping seen in American ales. Originally a draught ale served very fresh under no pressure (gravity or hand pump only) at cellar temperatures (i.e. ""real ale""). Bitter was created as a draught alternative (i.e. running beer) to country-brewed pale ale around the start of the 20th century and became widespread once brewers understood how to ""Burtonize"" their water to successfully brew pale beers and to use crystal malts to add a fullness and roundness of palate. The lightest of the bitters. Also known as just ""bitter."" Some modern variants are brewed exclusively with pale malt and are known as golden or summer bitters. Most bottled or kegged versions of UK-produced bitters are higher-alcohol versions of their cask (draught) products produced specifically for export. The IBU levels are often not adjusted so the versions available in the US often do not directly correspond to their style subcategories in Britain. This style guideline reflects the ""real ale"" version of the style not the export formulations of commercial products.",          Pale ale amber and/or crystal malts may use a touch of black malt for color adjustment. May use sugar adjuncts corn or wheat. English hops most typical although American and European varieties are becoming more common (particularly in the paler examples). Characterful English yeast. Often medium sulfate water is used.,          Fuller's Chiswick Bitter Adnams Bitter Young's Bitter Greene King IPA Oakham Jeffrey Hudson Bitter (JHB) Brains Bitter Tetley's Original Bitter Brakspear Bitter Boddington's Pub Draught,          80,          72,          212,          5.4,          30,          1.01,          1.005,          "Weird taste. Not bad but just a lot of body like a stout and barely any hop flavor. I need to age and taste more of them before being sure though this one was a week old only...
Brian's Best Bitter,          Brian Smith,          12/6/11,          Simple Brew Pot with a 5 Gallon Capacity - leaving a workable boil volume of around 4.25 gal.  Used for extract or partial mash brewing.,          Standard/Ordinary Bitter,          English Pale Ale,          1.032,          1.04,          1.007,          1.011,          25,          35,          0.8,          2.2,          3.2,          3.8,          "Low gravity low alcohol levels and low carbonation make this an easy-drinking beer. Some examples can be more malt balanced but this should not override the overall bitter impression. Drinkability is a critical component of the style; emphasis is still on the bittering hop addition as opposed to the aggressive middle and late hopping seen in American ales. Originally a draught ale served very fresh under no pressure (gravity or hand pump only) at cellar temperatures (i.e. ""real ale""). Bitter was created as a draught alternative (i.e. running beer) to country-brewed pale ale around the start of the 20th century and became widespread once brewers understood how to ""Burtonize"" their water to successfully brew pale beers and to use crystal malts to add a fullness and roundness of palate. The lightest of the bitters. Also known as just ""bitter."" Some modern variants are brewed exclusively with pale malt and are known as golden or summer bitters. Most bottled or kegged versions of UK-produced bitters are higher-alcohol versions of their cask (draught) products produced specifically for export. The IBU levels are often not adjusted so the versions available in the US often do not directly correspond to their style subcategories in Britain. This style guideline reflects the ""real ale"" version of the style not the export formulations of commercial products.",          Pale ale amber and/or crystal malts may use a touch of black malt for color adjustment. May use sugar adjuncts corn or wheat. English hops most typical although American and European varieties are becoming more common (particularly in the paler examples). Characterful English yeast. Often medium sulfate water is used.,          Fuller's Chiswick Bitter Adnams Bitter Young's Bitter Greene King IPA Oakham Jeffrey Hudson Bitter (JHB) Brains Bitter Tetley's Original Bitter Brakspear Bitter Boddington's Pub Draught,          160,          72,          212,          5.4,          30,          1.048,          1.013,          Not bad but not astounding...wouldn't bother making again.  Head is lacking but very clear.
The Bitter End ESB,          Colin M. Brougham,          12/6/11,          48-Quart Cooler MLT and Keggle setup for 5.0 gal batches,          Special/Best/Premium Bitter,          English Pale Ale,          1.04,          1.048,          1.008,          1.012,          25,          40,          0.8,          2.1,          3.8,          4.6,          A flavorful yet refreshing session beer. Some examples can be more malt balanced but this should not override the overall bitter impression. Drinkability is a critical component of the style; emphasis is still on the bittering hop addition as opposed to the aggressive middle and late hopping seen in American ales. Originally a draught ale served very fresh under no pressure (gravity or hand pump only) at cellar temperatures (i.e. “real ale”). Bitter was created as a draught alternative (i.e. running beer) to country-brewed pale ale around the start of the 20th century and became widespread once brewers understood how to “Burtonize” their water to successfully brew pale beers and to use crystal malts to add a fullness and roundness of palate. More evident malt flavor than in an ordinary bitter this is a stronger session-strength ale. Some modern variants are brewed exclusively with pale malt and are known as golden or summer bitters. Most bottled or kegged versions of UK-produced bitters are higher-alcohol versions of their cask (draught) products produced specifically for export. The IBU levels are often not adjusted so the versions available in the US often do not directly correspond to their style subcategories in Britain. This style guideline reflects the “real ale” version of the style not the export formulations of commercial products.,          Pale ale amber and/or crystal malts may use a touch of black malt for color adjustment. May use sugar adjuncts corn or wheat. English hops most typical although American and European varieties are becoming more common (particularly in the paler examples). Characterful English yeast. Often medium sulfate water is used.,          Fuller's London Pride Coniston Bluebird Bitter Timothy Taylor Landlord Adnams SSB Young’s Special Shepherd Neame Masterbrew Bitter Greene King Ruddles County Bitter RCH Pitchfork Rebellious Bitter Brains SA Black Sheep Best Bitter Goose Island Honkers Ale Rogue Younger’s Special Bitter,          144,          60,          212,          5.4,          28,          1.01,          1.005,          
Sgt. Porrit's Best Bitter,          CCHBS,          12/6/11,          ,          Special/Best/Premium Bitter,          English Pale Ale,          1.04,          1.048,          1.008,          1.012,          25,          40,          0.8,          2.1,          3.8,          4.6,          A flavorful yet refreshing session beer. Some examples can be more malt balanced but this should not override the overall bitter impression. Drinkability is a critical component of the style; emphasis is still on the bittering hop addition as opposed to the aggressive middle and late hopping seen in American ales. Originally a draught ale served very fresh under no pressure (gravity or hand pump only) at cellar temperatures (i.e. “real ale”). Bitter was created as a draught alternative (i.e. running beer) to country-brewed pale ale around the start of the 20th century and became widespread once brewers understood how to “Burtonize” their water to successfully brew pale beers and to use crystal malts to add a fullness and roundness of palate. More evident malt flavor than in an ordinary bitter this is a stronger session-strength ale. Some modern variants are brewed exclusively with pale malt and are known as golden or summer bitters. Most bottled or kegged versions of UK-produced bitters are higher-alcohol versions of their cask (draught) products produced specifically for export. The IBU levels are often not adjusted so the versions available in the US often do not directly correspond to their style subcategories in Britain. This style guideline reflects the “real ale” version of the style not the export formulations of commercial products.,          Pale ale amber and/or crystal malts may use a touch of black malt for color adjustment. May use sugar adjuncts corn or wheat. English hops most typical although American and European varieties are becoming more common (particularly in the paler examples). Characterful English yeast. Often medium sulfate water is used.,          Fuller's London Pride Coniston Bluebird Bitter Timothy Taylor Landlord Adnams SSB Young’s Special Shepherd Neame Masterbrew Bitter Greene King Ruddles County Bitter RCH Pitchfork Rebellious Bitter Brains SA Black Sheep Best Bitter Goose Island Honkers Ale Rogue Younger’s Special Bitter,          160,          72,          212,          5.4,          30,          1.01,          1.005,          
ProFish Special Ale,          Brian Smith,          12/6/11,          Simple Brew Pot with a 5 Gallon Capacity - leaving a workable boil volume of around 4.25 gal.  Used for extract or partial mash brewing.,          Special/Best/Premium Bitter,          English Pale Ale,          1.04,          1.048,          1.008,          1.012,          25,          40,          0.8,          2.1,          3.8,          4.6,          A flavorful yet refreshing session beer. Some examples can be more malt balanced but this should not override the overall bitter impression. Drinkability is a critical component of the style; emphasis is still on the bittering hop addition as opposed to the aggressive middle and late hopping seen in American ales. Originally a draught ale served very fresh under no pressure (gravity or hand pump only) at cellar temperatures (i.e. “real ale”). Bitter was created as a draught alternative (i.e. running beer) to country-brewed pale ale around the start of the 20th century and became widespread once brewers understood how to “Burtonize” their water to successfully brew pale beers and to use crystal malts to add a fullness and roundness of palate. More evident malt flavor than in an ordinary bitter this is a stronger session-strength ale. Some modern variants are brewed exclusively with pale malt and are known as golden or summer bitters. Most bottled or kegged versions of UK-produced bitters are higher-alcohol versions of their cask (draught) products produced specifically for export. The IBU levels are often not adjusted so the versions available in the US often do not directly correspond to their style subcategories in Britain. This style guideline reflects the “real ale” version of the style not the export formulations of commercial products.,          Pale ale amber and/or crystal malts may use a touch of black malt for color adjustment. May use sugar adjuncts corn or wheat. English hops most typical although American and European varieties are becoming more common (particularly in the paler examples). Characterful English yeast. Often medium sulfate water is used.,          Fuller's London Pride Coniston Bluebird Bitter Timothy Taylor Landlord Adnams SSB Young’s Special Shepherd Neame Masterbrew Bitter Greene King Ruddles County Bitter RCH Pitchfork Rebellious Bitter Brains SA Black Sheep Best Bitter Goose Island Honkers Ale Rogue Younger’s Special Bitter,          160,          72,          212,          5.4,          30,          1.062,          1.017,          Not bad but too sweet for my tastes.  Other people thought it was ok.
English County FWHfb,          Steve Nicholls,          12/6/11,          Allowance made for 500ml starter,          Special/Best/Premium Bitter,          English Pale Ale,          1.04,          1.048,          1.008,          1.012,          25,          40,          0.8,          2.1,          3.8,          4.6,          A flavorful yet refreshing session beer. Some examples can be more malt balanced but this should not override the overall bitter impression. Drinkability is a critical component of the style; emphasis is still on the bittering hop addition as opposed to the aggressive middle and late hopping seen in American ales. Originally a draught ale served very fresh under no pressure (gravity or hand pump only) at cellar temperatures (i.e. “real ale”). Bitter was created as a draught alternative (i.e. running beer) to country-brewed pale ale around the start of the 20th century and became widespread once brewers understood how to “Burtonize” their water to successfully brew pale beers and to use crystal malts to add a fullness and roundness of palate. More evident malt flavor than in an ordinary bitter this is a stronger session-strength ale. Some modern variants are brewed exclusively with pale malt and are known as golden or summer bitters. Most bottled or kegged versions of UK-produced bitters are higher-alcohol versions of their cask (draught) products produced specifically for export. The IBU levels are often not adjusted so the versions available in the US often do not directly correspond to their style subcategories in Britain. This style guideline reflects the “real ale” version of the style not the export formulations of commercial products.,          Pale ale amber and/or crystal malts may use a touch of black malt for color adjustment. May use sugar adjuncts corn or wheat. English hops most typical although American and European varieties are becoming more common (particularly in the paler examples). Characterful English yeast. Often medium sulfate water is used.,          Fuller's London Pride Coniston Bluebird Bitter Timothy Taylor Landlord Adnams SSB Young’s Special Shepherd Neame Masterbrew Bitter Greene King Ruddles County Bitter RCH Pitchfork Rebellious Bitter Brains SA Black Sheep Best Bitter Goose Island Honkers Ale Rogue Younger’s Special Bitter,          188.7157288,          72,          212,          5.4,          30,          1.046,          1.008,          Liquid gold. This is a beer with a wonderful malt profile and the superb taste and bite of Goldings hops. The yeast used adds a complexity of fruity flavours right to the last drop. Pick a water style similar to an English bitter. Not too much sulphate.
Deadwood Best Bitter,          Tim Gorman,          12/6/11,          Simple Brew Pot with a 3 Gallon Capacity - leaving a workable boil volume of around 2.5 gal.  Used for extract or partial mash brewing.,          Special/Best/Premium Bitter,          English Pale Ale,          1.04,          1.048,          1.008,          1.012,          25,          40,          0.8,          2.1,          3.8,          4.6,          A flavorful yet refreshing session beer. Some examples can be more malt balanced but this should not override the overall bitter impression. Drinkability is a critical component of the style; emphasis is still on the bittering hop addition as opposed to the aggressive middle and late hopping seen in American ales. Originally a draught ale served very fresh under no pressure (gravity or hand pump only) at cellar temperatures (i.e. “real ale”). Bitter was created as a draught alternative (i.e. running beer) to country-brewed pale ale around the start of the 20th century and became widespread once brewers understood how to “Burtonize” their water to successfully brew pale beers and to use crystal malts to add a fullness and roundness of palate. More evident malt flavor than in an ordinary bitter this is a stronger session-strength ale. Some modern variants are brewed exclusively with pale malt and are known as golden or summer bitters. Most bottled or kegged versions of UK-produced bitters are higher-alcohol versions of their cask (draught) products produced specifically for export. The IBU levels are often not adjusted so the versions available in the US often do not directly correspond to their style subcategories in Britain. This style guideline reflects the “real ale” version of the style not the export formulations of commercial products.,          Pale ale amber and/or crystal malts may use a touch of black malt for color adjustment. May use sugar adjuncts corn or wheat. English hops most typical although American and European varieties are becoming more common (particularly in the paler examples). Characterful English yeast. Often medium sulfate water is used.,          Fuller's London Pride Coniston Bluebird Bitter Timothy Taylor Landlord Adnams SSB Young’s Special Shepherd Neame Masterbrew Bitter Greene King Ruddles County Bitter RCH Pitchfork Rebellious Bitter Brains SA Black Sheep Best Bitter Goose Island Honkers Ale Rogue Younger’s Special Bitter,          160,          72,          212,          5.4,          30,          1.046,          1.012,          
Broken Spring ESB,          Colin M. Brougham,          12/6/11,          48-Quart Cooler MLT and Keggle setup for 5.0 gal batches,          Special/Best/Premium Bitter,          English Pale Ale,          1.04,          1.048,          1.008,          1.012,          25,          40,          0.8,          2.1,          3.8,          4.6,          A flavorful yet refreshing session beer. Some examples can be more malt balanced but this should not override the overall bitter impression. Drinkability is a critical component of the style; emphasis is still on the bittering hop addition as opposed to the aggressive middle and late hopping seen in American ales. Originally a draught ale served very fresh under no pressure (gravity or hand pump only) at cellar temperatures (i.e. “real ale”). Bitter was created as a draught alternative (i.e. running beer) to country-brewed pale ale around the start of the 20th century and became widespread once brewers understood how to “Burtonize” their water to successfully brew pale beers and to use crystal malts to add a fullness and roundness of palate. More evident malt flavor than in an ordinary bitter this is a stronger session-strength ale. Some modern variants are brewed exclusively with pale malt and are known as golden or summer bitters. Most bottled or kegged versions of UK-produced bitters are higher-alcohol versions of their cask (draught) products produced specifically for export. The IBU levels are often not adjusted so the versions available in the US often do not directly correspond to their style subcategories in Britain. This style guideline reflects the “real ale” version of the style not the export formulations of commercial products.,          Pale ale amber and/or crystal malts may use a touch of black malt for color adjustment. May use sugar adjuncts corn or wheat. English hops most typical although American and European varieties are becoming more common (particularly in the paler examples). Characterful English yeast. Often medium sulfate water is used.,          Fuller's London Pride Coniston Bluebird Bitter Timothy Taylor Landlord Adnams SSB Young’s Special Shepherd Neame Masterbrew Bitter Greene King Ruddles County Bitter RCH Pitchfork Rebellious Bitter Brains SA Black Sheep Best Bitter Goose Island Honkers Ale Rogue Younger’s Special Bitter,          146,          65,          212,          5.4,          30,          1.01,          1.005,          
Bosun Best Bitter,          Andrew Clark,          12/6/11,          Popular all grain setup.  36 Lt Nylex Esky as mash tun with false bottom and 60 Lt brewpot capable of boiling at least 25 Lt of wort.  Primarily used for single infusion mashes.,          Special/Best/Premium Bitter,          English Pale Ale,          1.04,          1.048,          1.008,          1.012,          25,          40,          0.8,          2.1,          3.8,          4.6,          A flavorful yet refreshing session beer. Some examples can be more malt balanced but this should not override the overall bitter impression. Drinkability is a critical component of the style; emphasis is still on the bittering hop addition as opposed to the aggressive middle and late hopping seen in American ales. Originally a draught ale served very fresh under no pressure (gravity or hand pump only) at cellar temperatures (i.e. “real ale”). Bitter was created as a draught alternative (i.e. running beer) to country-brewed pale ale around the start of the 20th century and became widespread once brewers understood how to “Burtonize” their water to successfully brew pale beers and to use crystal malts to add a fullness and roundness of palate. More evident malt flavor than in an ordinary bitter this is a stronger session-strength ale. Some modern variants are brewed exclusively with pale malt and are known as golden or summer bitters. Most bottled or kegged versions of UK-produced bitters are higher-alcohol versions of their cask (draught) products produced specifically for export. The IBU levels are often not adjusted so the versions available in the US often do not directly correspond to their style subcategories in Britain. This style guideline reflects the “real ale” version of the style not the export formulations of commercial products.,          Pale ale amber and/or crystal malts may use a touch of black malt for color adjustment. May use sugar adjuncts corn or wheat. English hops most typical although American and European varieties are becoming more common (particularly in the paler examples). Characterful English yeast. Often medium sulfate water is used.,          Fuller's London Pride Coniston Bluebird Bitter Timothy Taylor Landlord Adnams SSB Young’s Special Shepherd Neame Masterbrew Bitter Greene King Ruddles County Bitter RCH Pitchfork Rebellious Bitter Brains SA Black Sheep Best Bitter Goose Island Honkers Ale Rogue Younger’s Special Bitter,          179.8972368,          71.96,          212,          5.4,          30,          1.05,          1.01,          Lovely hop aroma and flavour Nice bitterness. Good malt flavour balanced well with the bitterness. A nice all EKG Bitter.
Ordinary Bitter,          Tim Gorman,          12/6/11,          ,          Standard/Ordinary Bitter,          English Pale Ale,          1.032,          1.04,          1.007,          1.011,          25,          35,          0.8,          2.2,          3.2,          3.8,          "Low gravity low alcohol levels and low carbonation make this an easy-drinking beer. Some examples can be more malt balanced but this should not override the overall bitter impression. Drinkability is a critical component of the style; emphasis is still on the bittering hop addition as opposed to the aggressive middle and late hopping seen in American ales. Originally a draught ale served very fresh under no pressure (gravity or hand pump only) at cellar temperatures (i.e. ""real ale""). Bitter was created as a draught alternative (i.e. running beer) to country-brewed pale ale around the start of the 20th century and became widespread once brewers understood how to ""Burtonize"" their water to successfully brew pale beers and to use crystal malts to add a fullness and roundness of palate. The lightest of the bitters. Also known as just ""bitter."" Some modern variants are brewed exclusively with pale malt and are known as golden or summer bitters. Most bottled or kegged versions of UK-produced bitters are higher-alcohol versions of their cask (draught) products produced specifically for export. The IBU levels are often not adjusted so the versions available in the US often do not directly correspond to their style subcategories in Britain. This style guideline reflects the ""real ale"" version of the style not the export formulations of commercial products.",          Pale ale amber and/or crystal malts may use a touch of black malt for color adjustment. May use sugar adjuncts corn or wheat. English hops most typical although American and European varieties are becoming more common (particularly in the paler examples). Characterful English yeast. Often medium sulfate water is used.,          Fuller's Chiswick Bitter Adnams Bitter Young's Bitter Greene King IPA Oakham Jeffrey Hudson Bitter (JHB) Brains Bitter Tetley's Original Bitter Brakspear Bitter Boddington's Pub Draught,          228.074051,          72,          212,          5.4,          30,          1.036,          1.011,          
Nitro-Powered Stout,          Brian Smith,          12/6/11,          Simple Brew Pot with a 5 Gallon Capacity - leaving a workable boil volume of around 4.25 gal.  Used for extract or partial mash brewing.,          Dry Stout,          Stout,          1.036,          1.05,          1.007,          1.011,          30,          45,          1.8,          2.5,          4,          5,          A very dark roasty bitter creamy ale. The style evolved from attempts to capitalize on the success of London porters but originally reflected a fuller creamier more “stout” body and strength. When a brewery offered a stout and a porter the stout was always the stronger beer (it was originally called a “Stout Porter”). Modern versions are brewed from a lower OG and no longer reflect a higher strength than porters. This is the draught version of what is otherwise known as Irish stout or Irish dry stout. Bottled versions are typically brewed from a significantly higher OG and may be designated as foreign extra stouts (if sufficiently strong). While most commercial versions rely primarily on roasted barley as the dark grain others use chocolate malt black malt or combinations of the three. The level of bitterness is somewhat variable as is the roasted character and the dryness of the finish; allow for interpretation by brewers.,          The dryness comes from the use of roasted unmalted barley in addition to pale malt moderate to high hop bitterness and good attenuation. Flaked unmalted barley may also be used to add creaminess. A small percentage (perhaps 3%) of soured beer is sometimes added for complexity (generally by Guinness only). Water typically has moderate carbonate hardness although high levels will not give the classic dry finish.,          Guinness Draught Stout (also canned) Murphy's Stout Beamish Stout O’Hara’s Celtic Stout Russian River O.V.L. Stout Three Floyd’s Black Sun Stout Dorothy Goodbody’s Wholesome Stout Orkney Dragonhead Stout Old Dominion Stout Goose Island Dublin Stout Brooklyn Dry Stout,          160,          72,          212,          5.4,          30,          1.053,          1.016,          This beer was awesome!  I don't know if it was because it was the first stout I've kegged with Nitrogen or if it was just great.  The people at our neighborhood party DID drain this batch! ;-)  It was smooth creamy head that lasted all the way down the
Midnight Stout,          Shakey Dog Brewery,          12/6/11,          Popular all grain setup.  5 Gallon Gott or Igloo cooler as mash tun with false bottom and 7-9 gallon brewpot capable of boiling at least 6 gallons of wort.  Primarily used for single infusion mashes.,          Dry Stout,          Stout,          1.036,          1.05,          1.007,          1.011,          30,          45,          1.8,          2.5,          4,          5,          A very dark roasty bitter creamy ale. The style evolved from attempts to capitalize on the success of London porters but originally reflected a fuller creamier more “stout” body and strength. When a brewery offered a stout and a porter the stout was always the stronger beer (it was originally called a “Stout Porter”). Modern versions are brewed from a lower OG and no longer reflect a higher strength than porters. This is the draught version of what is otherwise known as Irish stout or Irish dry stout. Bottled versions are typically brewed from a significantly higher OG and may be designated as foreign extra stouts (if sufficiently strong). While most commercial versions rely primarily on roasted barley as the dark grain others use chocolate malt black malt or combinations of the three. The level of bitterness is somewhat variable as is the roasted character and the dryness of the finish; allow for interpretation by brewers.,          The dryness comes from the use of roasted unmalted barley in addition to pale malt moderate to high hop bitterness and good attenuation. Flaked unmalted barley may also be used to add creaminess. A small percentage (perhaps 3%) of soured beer is sometimes added for complexity (generally by Guinness only). Water typically has moderate carbonate hardness although high levels will not give the classic dry finish.,          Guinness Draught Stout (also canned) Murphy's Stout Beamish Stout O’Hara’s Celtic Stout Russian River O.V.L. Stout Three Floyd’s Black Sun Stout Dorothy Goodbody’s Wholesome Stout Orkney Dragonhead Stout Old Dominion Stout Goose Island Dublin Stout Brooklyn Dry Stout,          240,          72,          212,          5.4,          30,          1.06,          1.028,          Tasted on 8/30/04.  The Roast Barley and Chocolate Malt come through really well.  Very little hop going on.  Next time add some Goldings at 5 min.  Very creamy.
Luck O'the Irish Stout,          Brian Smith,          12/6/11,          Simple Brew Pot with a 5 Gallon Capacity - leaving a workable boil volume of around 4.25 gal.  Used for extract or partial mash brewing.,          Dry Stout,          Stout,          1.036,          1.05,          1.007,          1.011,          30,          45,          1.8,          2.5,          4,          5,          A very dark roasty bitter creamy ale. The style evolved from attempts to capitalize on the success of London porters but originally reflected a fuller creamier more “stout” body and strength. When a brewery offered a stout and a porter the stout was always the stronger beer (it was originally called a “Stout Porter”). Modern versions are brewed from a lower OG and no longer reflect a higher strength than porters. This is the draught version of what is otherwise known as Irish stout or Irish dry stout. Bottled versions are typically brewed from a significantly higher OG and may be designated as foreign extra stouts (if sufficiently strong). While most commercial versions rely primarily on roasted barley as the dark grain others use chocolate malt black malt or combinations of the three. The level of bitterness is somewhat variable as is the roasted character and the dryness of the finish; allow for interpretation by brewers.,          The dryness comes from the use of roasted unmalted barley in addition to pale malt moderate to high hop bitterness and good attenuation. Flaked unmalted barley may also be used to add creaminess. A small percentage (perhaps 3%) of soured beer is sometimes added for complexity (generally by Guinness only). Water typically has moderate carbonate hardness although high levels will not give the classic dry finish.,          Guinness Draught Stout (also canned) Murphy's Stout Beamish Stout O’Hara’s Celtic Stout Russian River O.V.L. Stout Three Floyd’s Black Sun Stout Dorothy Goodbody’s Wholesome Stout Orkney Dragonhead Stout Old Dominion Stout Goose Island Dublin Stout Brooklyn Dry Stout,          160,          72,          212,          5.4,          30,          1.056,          1.016,          "Creamy head that lasts hoppy roasty taste comes thru.  Took longer than it does with dry ale yeast to be ""complete"".  The liquid Irish Yeast didn't really add much if anything."
Keep It Simple Stout,          Colin M. Brougham,          12/6/11,          48-Quart Cooler set up for 5 gallon batches,          Dry Stout,          Stout,          1.036,          1.05,          1.007,          1.011,          30,          45,          1.8,          2.5,          4,          5,          A very dark roasty bitter creamy ale. The style evolved from attempts to capitalize on the success of London porters but originally reflected a fuller creamier more “stout” body and strength. When a brewery offered a stout and a porter the stout was always the stronger beer (it was originally called a “Stout Porter”). Modern versions are brewed from a lower OG and no longer reflect a higher strength than porters. This is the draught version of what is otherwise known as Irish stout or Irish dry stout. Bottled versions are typically brewed from a significantly higher OG and may be designated as foreign extra stouts (if sufficiently strong). While most commercial versions rely primarily on roasted barley as the dark grain others use chocolate malt black malt or combinations of the three. The level of bitterness is somewhat variable as is the roasted character and the dryness of the finish; allow for interpretation by brewers.,          The dryness comes from the use of roasted unmalted barley in addition to pale malt moderate to high hop bitterness and good attenuation. Flaked unmalted barley may also be used to add creaminess. A small percentage (perhaps 3%) of soured beer is sometimes added for complexity (generally by Guinness only). Water typically has moderate carbonate hardness although high levels will not give the classic dry finish.,          Guinness Draught Stout (also canned) Murphy's Stout Beamish Stout O’Hara’s Celtic Stout Russian River O.V.L. Stout Three Floyd’s Black Sun Stout Dorothy Goodbody’s Wholesome Stout Orkney Dragonhead Stout Old Dominion Stout Goose Island Dublin Stout Brooklyn Dry Stout,          156,          72,          212,          5.4,          30,          1.031,          1.005,          Kegged and cask-conditioned for a couple weeks before chilling. Tastes pretty good will get better with age. A little on the thin side due to low efficiency. A simple recipe but I'd tweak it with a little more of the Special Roast or other toasted gra
